school_name,drivedura_50,drivedura_mean,drive_traf_dura_50,drive_traf_dura_mean,transdura_50,transdura_mean,schoolLat,schoolLon,tractLat,tractLon
Capital City PCS - High School,11.333334,11.152778,12.866667,12.738889,30.133333,30.294443,38.962334,-77.01268,38.9322,-77.021296
Cardozo EC,8.1499996,7.7333336,8.3916664,8.0291672,18.083334,17.491667,38.921951,-77.028259,38.919587,-77.016985
Cardozo EC,4.8666668,4.6116667,5.9833331,5.8533335,10.733334,9.7566662,38.921951,-77.028259,38.928705,-77.030267
Cardozo EC,2.5083332,2.3366666,2.6666667,2.5416667,5.1583333,5.1783333,38.921951,-77.028259,38.923755,-77.030127
Cardozo EC,10.116667,10.116667,11.116667,11.116667,20.85,20.85,38.921951,-77.028259,38.934815,-77.039345
Cardozo EC,7.541667,7.6114583,8.375,8.3625002,14.383333,14.245833,38.921951,-77.028259,38.9322,-77.021296
Cardozo EC,3.8833334,3.7227273,4.2166667,4.0393939,4.3333335,4.3954544,38.921951,-77.028259,38.922427,-77.024674
Cardozo EC,7.4666667,7.4666667,7.7833333,7.7833333,15.1,15.1,38.921951,-77.028259,38.930102,-77.039828
Cardozo EC,5.0666666,5.0666666,5.3916664,5.3916664,8.4416666,8.4416666,38.921951,-77.028259,38.917263,-77.028029
Cardozo EC,4.9000001,4.4416666,5.6500001,4.9187498,10.033334,9.34375,38.921951,-77.028259,38.923312,-77.034075
Cardozo EC,4.5500002,4.3958335,4.8666668,4.6750002,11.016666,10.6,38.921951,-77.028259,38.917174,-77.03445
Cardozo EC,8.6499996,8.3999996,10.566667,10.55,15.733334,15.919047,38.921951,-77.028259,38.934882,-77.03436
Cardozo EC,6.3000002,6.3000002,6.4000001,6.4000001,14.766666,14.766666,38.921951,-77.028259,38.916152,-77.038931
Cardozo EC,6.4000001,6.4000001,6.7333331,6.7333331,15.45,15.45,38.921951,-77.028259,38.921954,-77.038863
Cardozo EC,7.9083328,7.7124996,8.9249992,8.5666666,13.233334,12.752083,38.921951,-77.028259,38.92933,-77.03448
Cardozo EC,5.3666668,5.6125002,6.7166667,6.8541665,8.3916664,8.5479164,38.921951,-77.028259,38.930207,-77.025705
Cardozo EC,6.2833333,6.3962965,7.9833331,8.1990738,11.891666,12.069445,38.921951,-77.028259,38.933873,-77.029747
Cesar Chavez PCS for Public Policy - Capitol Hill,20.033333,20.033333,22.516666,22.516666,40.950001,40.950001,38.880783,-76.9907,38.928705,-77.030267
Cesar Chavez PCS for Public Policy - Chavez Prep,5.4833331,5.4833331,6.4000001,6.4000001,10.116667,10.116667,38.929626,-77.025742,38.923755,-77.030127
Cesar Chavez PCS for Public Policy - Chavez Prep,5.7666669,5.7666669,6.4666667,6.4666667,8.166667,8.166667,38.929626,-77.025742,38.92933,-77.03448
Cesar Chavez PCS for Public Policy - Chavez Prep,3.5833333,3.5833333,4.0833335,4.0833335,7.1833334,7.1833334,38.929626,-77.025742,38.922427,-77.024674
Cesar Chavez PCS for Public Policy - Chavez Prep,2.4166667,2.3033333,2.6666667,2.5966668,7.0166669,6.6333337,38.929626,-77.025742,38.9322,-77.021296
Cesar Chavez PCS for Public Policy - Chavez Prep,7.25,7.25,8,8,15.208334,15.208334,38.929626,-77.025742,38.923312,-77.034075
Cesar Chavez PCS for Public Policy - Chavez Prep,4.9916668,4.9916668,5.4749999,5.4749999,9.4333334,9.4333334,38.929626,-77.025742,38.933873,-77.029747
Cesar Chavez PCS for Public Policy - Chavez Prep,2.7333333,2.20625,3.1916666,2.5458333,3.625,3.1708333,38.929626,-77.025742,38.930207,-77.025705
Cesar Chavez PCS for Public Policy - Chavez Prep,10.866667,10.866667,11.616667,11.616667,15.816667,15.816667,38.929626,-77.025742,38.925571,-77.041477
Cesar Chavez PCS for Public Policy - Chavez Prep,4.75,4.75,5.4000001,5.4000001,7.4000001,7.4000001,38.929626,-77.025742,38.928705,-77.030267
Columbia Heights EC (CHEC),4.4333334,4.209722,4.4833331,4.2708335,8.3583336,7.8861108,38.929337,-77.035484,38.923312,-77.034075
Columbia Heights EC (CHEC),8.9333334,8.9716663,10.3,10.381667,19.200001,18.921667,38.929337,-77.035484,38.9322,-77.021296
Columbia Heights EC (CHEC),5.1416664,4.8952384,5.8833332,5.6083336,7.7166667,7.9333334,38.929337,-77.035484,38.934882,-77.03436
Columbia Heights EC (CHEC),6.4166665,6.7357144,7.4000001,7.6500001,10.916667,11.845238,38.929337,-77.035484,38.933873,-77.029747
Columbia Heights EC (CHEC),10.916667,10.916667,10.733334,10.733334,11.25,11.25,38.929337,-77.035484,38.917263,-77.028029
Columbia Heights EC (CHEC),4.9333334,5.0033336,5.0999999,5.23,10.6,11.203333,38.929337,-77.035484,38.923755,-77.030127
Columbia Heights EC (CHEC),1.5666667,1.7166667,1.6333333,1.7703704,3.0333333,3.1962962,38.929337,-77.035484,38.930102,-77.039828
Columbia Heights EC (CHEC),4.9916668,4.9916668,6.083333,6.083333,10.174999,10.174999,38.929337,-77.035484,38.928705,-77.030267
Columbia Heights EC (CHEC),5.375,5.375,5.0583334,5.0583334,8.7749996,8.7749996,38.929337,-77.035484,38.921954,-77.038863
Columbia Heights EC (CHEC),3.2916665,3.3189392,3.9083333,4.0053029,5.3666668,4.8000002,38.929337,-77.035484,38.92933,-77.03448
Columbia Heights EC (CHEC),3.6166666,3.3916667,4.25,3.925,6.5166669,6.6375003,38.929337,-77.035484,38.934815,-77.039345
Columbia Heights EC (CHEC),6.9000001,6.9138889,8.2749996,8.4777775,15.083333,15.3,38.929337,-77.035484,38.930207,-77.025705
Columbia Heights EC (CHEC),8.5,8.5,8.0500002,8.0500002,11.516666,11.516666,38.929337,-77.035484,38.920668,-77.045993
Columbia Heights EC (CHEC),6.6333332,6.2777777,7.0999999,6.7166667,17.9,17.311111,38.929337,-77.035484,38.922427,-77.024674
Coolidge HS,18.65,18.65,20.933332,20.933332,30.333334,30.333334,38.967289,-77.019333,38.917263,-77.028029
Coolidge HS,12.966666,13.166667,14.566667,14.677777,27.033333,28.616667,38.967289,-77.019333,38.9322,-77.021296
Coolidge HS,14.783334,14.783334,16.566668,16.566668,27.333334,27.333334,38.967289,-77.019333,38.928705,-77.030267
Dunbar HS,7.3249998,7.3249998,8.7749996,8.7749996,15.833333,15.833333,38.907837,-77.013138,38.919587,-77.016985
Dunbar HS,12.541666,12.541666,14.566668,14.566668,28.933334,28.933334,38.907837,-77.013138,38.9322,-77.021296
Dunbar HS,11.166667,11.166667,12.75,12.75,25.75,25.75,38.907837,-77.013138,38.923755,-77.030127
Dunbar HS,13.133333,13.133333,14.983334,14.983334,23.483334,23.483334,38.907837,-77.013138,38.923312,-77.034075
E.L. Haynes PCS - High School,13.1,13.1,14.25,14.25,34.033333,34.033333,38.945656,-77.022369,38.921954,-77.038863
E.L. Haynes PCS - High School,9.5333328,9.5333328,10.383333,10.383333,21.225,21.225,38.945656,-77.022369,38.923755,-77.030127
E.L. Haynes PCS - High School,10.816667,10.37,11.95,11.41,27.483334,24.563334,38.945656,-77.022369,38.923312,-77.034075
E.L. Haynes PCS - High School,12.166667,12.166667,13.183333,13.183333,25.6,25.6,38.945656,-77.022369,38.917174,-77.03445
E.L. Haynes PCS - High School,6.1500001,5.9500003,6.6333332,6.4416666,12.65,12.506666,38.945656,-77.022369,38.9322,-77.021296
E.L. Haynes PCS - High School,7.5250001,7.5250001,8.3916664,8.3916664,22.383333,22.383333,38.945656,-77.022369,38.934815,-77.039345
E.L. Haynes PCS - High School,6.75,6.75,7.1833334,7.1833334,15.3,15.3,38.945656,-77.022369,38.933873,-77.029747
E.L. Haynes PCS - High School,12.15,12.15,13.2,13.2,26.216667,26.216667,38.945656,-77.022369,38.919587,-77.016985
E.L. Haynes PCS - High School,6.1666665,6.1666665,6.6666665,6.6666665,11.091667,11.091667,38.945656,-77.022369,38.930207,-77.025705
E.L. Haynes PCS - High School,9.8999996,9.8999996,11.116667,11.116667,16.266666,16.266666,38.945656,-77.022369,38.922427,-77.024674
E.L. Haynes PCS - High School,7.5500002,7.6083336,8.291666,8.3374996,15.05,15.154167,38.945656,-77.022369,38.928705,-77.030267
E.L. Haynes PCS - High School,10.116667,10.133333,11.158333,11.238889,19.75,19.775,38.945656,-77.022369,38.92933,-77.03448
E.L. Haynes PCS - High School,6.1333332,6.1333332,6.5,6.5,20.033333,20.033333,38.945656,-77.022369,38.934882,-77.03436
Eastern HS,20.816668,20.816668,23.983334,23.983334,50.400002,50.400002,38.890324,-76.979523,38.919587,-77.016985
Eastern HS,29.416666,29.416666,35.783333,35.783333,41.616665,41.616665,38.890324,-76.979523,38.934882,-77.03436
Ellington School of the Arts,22.183332,22.183332,26.466667,26.466667,58.633335,58.633335,38.913452,-77.070381,38.9322,-77.021296
Ellington School of the Arts,20.433332,20.433332,22.5,22.5,49.599998,49.599998,38.913452,-77.070381,38.919587,-77.016985
Ellington School of the Arts,15.066667,15.066667,16.816668,16.816668,39.083332,39.083332,38.913452,-77.070381,38.921954,-77.038863
Ellington School of the Arts,20.558332,20.558332,25.241667,25.241667,56.383331,56.383331,38.913452,-77.070381,38.930207,-77.025705
Ellington School of the Arts,16.450001,16.450001,19.583332,19.583332,48.275002,48.275002,38.913452,-77.070381,38.923312,-77.034075
Ellington School of the Arts,17.6,17.6,18.9,18.9,43.650002,43.650002,38.913452,-77.070381,38.917263,-77.028029
Ellington School of the Arts,16.950001,16.950001,21.516666,21.516666,40.083332,40.083332,38.913452,-77.070381,38.934815,-77.039345
Friendship PCS - Collegiate Academy,27.6,27.6,30.116667,30.116667,39.416668,39.416668,38.897575,-76.94593,38.928705,-77.030267
Friendship PCS - Collegiate Academy,25.966667,25.966667,27.916666,27.916666,57.583332,57.583332,38.897575,-76.94593,38.930207,-77.025705
Hospitality High PCS,4.5333333,4.5333333,4.5999999,4.5999999,11.016666,11.016666,38.915379,-77.023659,38.923755,-77.030127
Hospitality High PCS,6.5500002,6.5500002,6.5833335,6.5833335,16.133333,16.133333,38.915379,-77.023659,38.923312,-77.034075
Hospitality High PCS,6.0666666,6.0666666,6.0333333,6.0333333,12,12,38.915379,-77.023659,38.930207,-77.025705
Hospitality High PCS,10.25,10.25,11.65,11.65,16.733334,16.733334,38.915379,-77.023659,38.934882,-77.03436
KIPP DC - College Preparatory Academy PCS,13.108334,13.108334,14.958334,14.958334,33.608334,33.608334,38.909615,-76.993568,38.919587,-77.016985
KIPP DC - College Preparatory Academy PCS,17.883333,17.883333,18.783333,18.783333,44.533333,44.533333,38.909615,-76.993568,38.923312,-77.034075
KIPP DC - College Preparatory Academy PCS,21.200001,21.200001,23.15,23.15,46.900002,46.900002,38.909615,-76.993568,38.934882,-77.03436
KIPP DC - College Preparatory Academy PCS,12.083333,12.083333,12.916667,12.916667,25.816668,25.816668,38.909615,-76.993568,38.917263,-77.028029
KIPP DC - College Preparatory Academy PCS,17.75,17.75,19.766666,19.766666,44.633335,44.633335,38.909615,-76.993568,38.928705,-77.030267
Luke Moore Alternative HS,12.766666,12.766666,14.433333,14.433333,30.733334,30.733334,38.931992,-76.992104,38.933873,-77.029747
Luke Moore Alternative HS,11.216666,11.216666,12.283334,12.283334,28.916666,28.916666,38.931992,-76.992104,38.928705,-77.030267
McKinley Technology HS,12.45,12.45,14.583333,14.583333,28.450001,28.450001,38.914562,-77.00489,38.928705,-77.030267
McKinley Technology HS,12.866667,12.866667,15.783334,15.783334,28.15,28.15,38.914562,-77.00489,38.933873,-77.029747
McKinley Technology HS,10.533334,10.533334,12.366667,12.366667,32.200001,32.200001,38.914562,-77.00489,38.923755,-77.030127
National Collegiate Preparatory PCHS,29.416666,29.416666,33.566666,33.566666,58.016666,58.016666,38.823933,-77.003189,38.933873,-77.029747
Options PCS,19.933334,19.933334,23.625,23.625,52.433334,52.433334,38.895756,-76.986221,38.9322,-77.021296
Paul PCS - International High School,14.55,14.55,16.5,16.5,30.166666,30.166666,38.961308,-77.024956,38.922427,-77.024674
Paul PCS - International High School,13.966666,13.966666,14.766666,14.766666,30.6,30.6,38.961308,-77.024956,38.923312,-77.034075
Paul PCS - International High School,16.183332,16.183332,16.75,16.75,35.200001,35.200001,38.961308,-77.024956,38.921954,-77.038863
Paul PCS - International High School,10.358334,10.358334,11.45,11.45,26.258333,26.258333,38.961308,-77.024956,38.934882,-77.03436
Paul PCS - International High School,11.116667,11.116667,12.625,12.625,19.424999,19.424999,38.961308,-77.024956,38.9322,-77.021296
Perry Street Preparatory PCS,11.65,11.65,12.9,12.9,49.966667,49.966667,38.936268,-76.978279,38.9322,-77.021296
Phelps ACE HS,21.966667,21.966667,25.65,25.65,55.5,55.5,38.902058,-76.972107,38.930207,-77.025705
Richard Wright PCS for Journalism and Media Arts,18.450001,18.450001,20.75,20.75,30.825001,30.825001,38.877003,-76.995575,38.923755,-77.030127
Roosevelt HS @ MacFarland,8.7333336,8.7333336,9.1833334,9.1833334,14.733334,14.733334,38.943531,-77.027885,38.922427,-77.024674
Roosevelt HS @ MacFarland,11.058333,11.058333,11.891666,11.891666,23.558334,23.558334,38.943531,-77.027885,38.923312,-77.034075
Roosevelt HS @ MacFarland,6.2583332,6.2583332,6.5250001,6.5250001,16.75,16.75,38.943531,-77.027885,38.934882,-77.03436
Roosevelt HS @ MacFarland,6.9250002,6.9250002,7.3499999,7.3499999,11.841667,11.841667,38.943531,-77.027885,38.933873,-77.029747
SEED PCS of Washington DC,32.200001,32.200001,35.266666,35.266666,54.116665,54.116665,38.886902,-76.946434,38.930102,-77.039828
School Without Walls HS,17.674999,17.674999,18.641666,18.641666,31.775,31.775,38.898026,-77.047897,38.923755,-77.030127
School Without Walls HS,12.666666,12.666666,12.133333,12.133333,24.525002,24.525002,38.898026,-77.047897,38.920668,-77.045993
School Without Walls HS,16.266666,16.266666,17.783333,17.783333,27.85,27.85,38.898026,-77.047897,38.92933,-77.03448
School Without Walls HS,15.533334,15.533334,16.9,16.9,26.033333,26.033333,38.898026,-77.047897,38.923312,-77.034075
School Without Walls HS,17.049999,17.049999,17.9,17.9,36.849998,36.849998,38.898026,-77.047897,38.917263,-77.028029
School Without Walls HS,24.266666,24.266666,27.166666,27.166666,52.650002,52.650002,38.898026,-77.047897,38.9322,-77.021296
School Without Walls HS,21.166666,21.166666,25.266666,25.266666,41.833332,41.833332,38.898026,-77.047897,38.934815,-77.039345
School Without Walls HS,21.066668,21.066668,23.716667,23.716667,39.099998,39.099998,38.898026,-77.047897,38.928705,-77.030267
School Without Walls HS,18.766666,18.766666,22.241667,22.241667,35.199997,35.199997,38.898026,-77.047897,38.930102,-77.039828
Thurgood Marshall Academy PCS,25.533333,25.533333,28.433332,28.433332,28.6,28.6,38.862347,-76.99379,38.9322,-77.021296
Washington Latin PCS - Upper School,14.25,14.25,16.116667,16.116667,30.516666,30.516666,38.953888,-77.014038,38.917174,-77.03445
Washington Latin PCS - Upper School,10.866667,10.866667,11.5,11.5,31.65,31.65,38.953888,-77.014038,38.934815,-77.039345
Washington Latin PCS - Upper School,8.4499998,8.4499998,10.266666,10.266666,25.4,25.4,38.953888,-77.014038,38.9322,-77.021296
Washington Latin PCS - Upper School,8.3583336,8.3583336,9.6083336,9.6083336,20.091667,20.091667,38.953888,-77.014038,38.933873,-77.029747
Washington Latin PCS - Upper School,9.7833338,9.7833338,10.6,10.6,24.466667,24.466667,38.953888,-77.014038,38.934882,-77.03436
Washington Metropolitan HS,8.5,8.5,8.6833334,8.6833334,19.966667,19.966667,38.920212,-77.016708,38.923755,-77.030127
Washington Metropolitan HS,6.5333333,6.5333333,6.6500001,6.6500001,13.416667,13.416667,38.920212,-77.016708,38.930207,-77.025705
Washington Metropolitan HS,1.9666667,1.5555556,2,1.5722222,4.75,3.2666667,38.920212,-77.016708,38.919587,-77.016985
Wilson HS,17.700001,17.700001,20.200001,20.200001,29.133333,29.133333,38.94899,-77.077026,38.917174,-77.03445
Wilson HS,12.55,12.646667,15.383333,15.466667,27.666666,27.433332,38.94899,-77.077026,38.925571,-77.041477
Wilson HS,15.15,14.587037,18.066668,17.483334,28.15,29.111111,38.94899,-77.077026,38.921954,-77.038863
Wilson HS,15.658333,15.658333,17.474998,17.474998,26.041668,26.041668,38.94899,-77.077026,38.918387,-77.043384
Wilson HS,17.366667,17.366667,20.6,20.6,38.933334,38.933334,38.94899,-77.077026,38.923755,-77.030127
Wilson HS,20.491667,20.491667,23.25,23.25,33.941666,33.941666,38.94899,-77.077026,38.917263,-77.028029
Wilson HS,18.841667,18.841667,21.541668,21.541668,41.48333,41.48333,38.94899,-77.077026,38.922427,-77.024674
Wilson HS,17.916666,18.26111,20.083334,20.366667,40.833332,41.844444,38.94899,-77.077026,38.930207,-77.025705
Wilson HS,11.516666,11.908975,13.583333,13.738461,26.983334,28.476923,38.94899,-77.077026,38.934815,-77.039345
Wilson HS,17.200001,17.200001,20.075001,20.075001,37.800003,37.800003,38.94899,-77.077026,38.928705,-77.030267
Wilson HS,12.85,12.345238,15.016666,14.338096,27.616667,27.215477,38.94899,-77.077026,38.930102,-77.039828
Wilson HS,16.35,16.35,18.733334,18.733334,29.383335,29.383335,38.94899,-77.077026,38.916152,-77.038931
Wilson HS,13.183333,13.283333,14.533334,14.57381,34.516666,34.169048,38.94899,-77.077026,38.934882,-77.03436
Wilson HS,15.466666,15.586666,17.166666,17.313334,43.933334,44.606667,38.94899,-77.077026,38.933873,-77.029747
Wilson HS,15.733334,15.733334,18.633333,18.633333,38.433334,38.433334,38.94899,-77.077026,38.923312,-77.034075
Wilson HS,24.133333,24.622223,28.4,28.6,42.366665,42.172222,38.94899,-77.077026,38.919587,-77.016985
Wilson HS,19.316668,19.150002,21.6,21.7875,47.733334,46.408333,38.94899,-77.077026,38.9322,-77.021296
Wilson HS,13.866667,13.866667,17.266666,17.266666,32.233334,32.233334,38.94899,-77.077026,38.92933,-77.03448
Wilson HS,13.35,13.35,15.083333,15.083333,26.383333,26.383333,38.94899,-77.077026,38.920668,-77.045993
"Woodson, H.D. HS",28.483334,28.483334,33,33,54.533333,54.533333,38.896832,-76.922676,38.923755,-77.030127
"Woodson, H.D. HS",32.983334,32.983334,35.333332,35.333332,53.283333,53.283333,38.896832,-76.922676,38.92933,-77.03448
Youth Services Center,17.766666,17.766666,19.65,19.65,47.883335,47.883335,38.912258,-76.988663,38.9322,-77.021296
Youth Services Center,18.450001,18.450001,19.474998,19.474998,50.316666,50.316666,38.912258,-76.988663,38.923312,-77.034075
Youth Services Center,18.716667,18.716667,20.549999,20.549999,52.099998,52.099998,38.912258,-76.988663,38.928705,-77.030267
Youth Services Center,17.6,17.6,18.991667,18.991667,51.791668,51.791668,38.912258,-76.988663,38.923755,-77.030127
Youth Services Center,19.950001,19.950001,21.833334,21.833334,57.25,57.25,38.912258,-76.988663,38.933873,-77.029747
